StartDate,EndDate,Status,IPAddress,Progress,duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Instruct. cont.,consent_date,age,race,race_text,income,NRS_Time_First Click,NRS_Time_Last Click,NRS_Time_Page Submit,NRS_Time_Click Count,nrs_1,nrs_2,nrs_3,nrs_4,nrs_5,nrs_6,pmerq_time_First Click,pmerq_time_Last Click,pmerq_time_Page Submit,pmerq_time_Click Count,pmerq_repurp_eng_2,pmerq_sitmod_dis_3,pmerq_sitsel_eng_4,pmerq_sitsel_dis_5,pmerq_recons_dis_7,pmerq_sitsel_dis_9,pmerq_repurp_dis_10,pmerq_repurp_eng_11,pmerq_sitmod_eng_12,pmerq_recons_eng_13,pmerq_sitmod_eng_14,pmerq_repurp_dis_15,pmerq_attdep_eng_16,pmerq_sitsel_eng_17,pmerq_sitmod_eng_18,pmerq_repurp_eng_19,pmerq_attdep_dis_20,pmerq_sitsel_dis_22,pmerq_sitmod_eng_23,pmerq_attdep_eng_24,pmerq_recons_eng_25,pmerq_attdep_dis_27,pmerq_recons_eng_28,pmerq_respmod_eng_29,pmerq_sitmod_dis_30,pmerq_attdep_dis_32,pmerq_recons_dis_33,pmerq_repurp_dis_34,pmerq_recons_dis_36,pmerq_sitmod_eng_37,pmerq_attdep_eng_38,pmerq_repurp_dis_39,pmerq_sitsel_dis_41,pmerq_sitmod_dis_42,pmerq_repurp_eng_43,pmerq_sitsel_dis_45,pmerq_attdep_dis_46,pmerq_recons_eng_47,pmerq_sitmod_dis_48,pmerq_sitsel_dis_49,pmerq_attdep_eng_51,pmerq_attdep_eng_52,pmerq_repurp_eng_53,pmerq_sitsel_eng_54,pmerq_respmod_dis_57,pmerq_respmod_dis_58,pmerq_recons_dis_60,pmerq_sitmod_eng_61,ac_1,pmerq_attdep_dis_63,pmerq_sitsel_eng_64,pmerq_recons_dis_65,pmerq_recons_eng_67,pmerq_repurp_eng_68,pmerq_respmod_eng_69,pmerq_sitmod_dis_70,pmerq_respmod_dis_72,pmerq_respmod_eng_73,SWL_Time_First Click,SWL_Time_Last Click,SWL_Time_Page Submit,SWL_Time_Click Count,swl_1,swl_2,swl_3,swl_4,swl_5,RS_Time_First Click,RS_Time_Last Click,RS_Time_Page Submit,RS_Time_Click Count,rrs_brood_1,rrs_brood_2,rrs_brood_3,rrs_brood_4,rrs_brood_5,PANAS_Time_First Click,PANAS_Time_Last Click,PANAS_Time_Page Submit,PANAS_Time_Click Count,panas_pa_1,panas_na_2,panas_pa_3,panas_na_4,panas_pa_5,panas_na_6,panas_na_7,panas_na_8,panas_pa_9,panas_pa_10,panas_na_11,panas_pa_12,panas_na_13,panas_pa_14,panas_na_15,panas_pa_16,panas_pa_17,panas_na_18,panas_pa_19,panas_na_20,ACE_Time_First Click,ACE_Time_Last Click,ACE_Time_Page Submit,ACE_Time_Click Count,ace_1,ace_2,ace_3,ace_4,ace_5,ace_6,ace_7,ace_8,ace_9,ace_10,Nature_Time_First Click,Nature_Time_Last Click,Nature_Time_Page Submit,Nature_Time_Click Count,nature_freq,nature_time,nature_setting,perceived_exertion,FCV_Time_First Click,FCV_Time_Last Click,FCV_Time_Page Submit,FCV_Time_Click Count,fcv_1,fcv_2,fcv_3,fcv_4,fcv_5,fcv_6,fcv_7,PSS_Time_First Click,PSS_Time_Last Click,PSS_Time_Page Submit,PSS_Time_Click Count,pss_1,pss_2,pss_3,pss_4_r,pss_5_r,pss_6,pss_7_r,pss_8_r,ac_2,pss_9,pss_10,MacArthur_Time_First Click,MacArthur_Time_Last Click,MacArthur_Time_Page Submit,MacArthur_Time_Click Count,macarthur_us_rung,macarthur_us_salience,macarthur_comm_rung,macarthur_comm_salience,FM_Time_First Click,FM_Time_Last Click,FM_Time_Page Submit,FM_Time_Click Count,fm_1,fm_2,fm_3,fm_4,fm_5,fm_6,fm_7,ac_3,fm_8,fm_9,fm_10,fm_11,fm_12,SDS_Time_First Click,SDS_Time_Last Click,SDS_Time_Page Submit,SDS_Time_Click Count,sds_1,sds_2,sds_3,sds_4,sds_5_r,sds_6,sds_7_r,sds_8,sds_9_r,sds_10_r,sds_11,sds_12,sds_13_r,SitSelect_Time_First Click,SitSelect_Time_Last Click,SitSelect_Time_Page Submit,SitSelect_Time_Click Count,ss_approach_1,ss_approach_2,ss_approach_3,ss_approach_4,ss_avoid_5,ss_avoid_6,TAS_Time_First Click,TAS_Time_Last Click,TAS_Time_Page Submit,TAS_Time_Click Count,tas_dif_1,tas_ddf_2,tas_dif_3,tas_ddf_4_r,tas_eot_5_r,tas_dif_6,tas_dif_7,tas_eot_8,tas_dif_9,tas_eot_10_r,tas_ddf_11,tas_ddf_12,tas_dif_13,tas_dif_14,tas_eot_15,tas_eot_16,tas_ddf_17,tas_eot_18_r,tas_eot_19_r,tas_eot_20,PAQ_Time_First Click,PAQ_Time_Last Click,PAQ_Time_Page Submit,PAQ_Time_Click Count,paq_neg_ddf_1,paq_neg_dif_2,paq_gen_eot_3,paq_pos_ddf_4,paq_pos_dif_5,paq_gen_eot_6,paq_neg_ddf_7,paq_neg_dif_8,paq_gen_eot_9,paq_pos_ddf_10,paq_pos_dif_11,paq_gen_eot_12,paq_neg_ddf_13,paq_neg_dif_14,paq_gen_eot_15,paq_pos_ddf_16,paq_pos_dif_17,paq_gen_eot_18,paq_neg_ddf_19,ac_4,paq_neg_dif_20,paq_gen_eot_21,paq_pos_ddf_22,paq_pos_dif_23,paq_gen_eot_24,Dem_Time_First Click,Dem_Time_Last Click,Dem_Time_Page Submit,Dem_Time_Click Count,gender,gender_text,edu,zipcode,zipcode_duration,relationship,employment,employment_text,occupation,Occupation_11_TEXT,SC0,SC2,SC3,SC4,SC5,SC6,SC11,SC13,SC15,SC17,SC18,opp,QPMID,RISN,rid,Q_HCL,Q_BallotBoxStuffing,cintid,ProjectToken,gc,term,LS
2021-03-20 15:06:07,2021-03-20 15:45:04,IP Address,73.76.52.161,100,2336,True,2021-03-20 15:45:05,R_2ZQATfrNZIbScwI,NA,NA,NA,NA,29.6009063720703125,-95.2239990234375,anonymous,EN,0.40000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,12/15/1995,25,"Mexican American/Chicana/o/x,Puerto Rican,Central American",NA,"$200,000 to $249,999",2.593,11.383,12.173,7,4,4,4,NA,5,5,167.195,172.964,173.766,18,2,1,-1,-1,-1,2,1,1,-1,-1,2,1,-1,-1,1,2,1,-1,-1,-1,2,1,1,1,1,3,2,1,-1,1,1,-1,-1,-1,-2,-2,3,1,1,2,2,1,1,1,-1,3,2,2,0,3,3,2,2,1,3,2,2,1,12.694,17.305,18.123,10,NA,NA,NA,NA,NA,0.769,3.185,3.926,6,4,3,2,3,3,0.881,7.022,7.803,23,5,4,4,3,3,5,4,4,4,3,3,2,2,2,5,3,3,3,3,3,0.907,12.66,13.464,16,1,0,1,0,1,0,1,0,0,0,6.361,11.659,16.153,4,NA,2,Urban/suburban parks or public gardens,10,0.343,3.511,4.314,9,4,4,4,5,NA,5,4,3.901,8.587,9.473,13,2,2,2,2,3,3,2,2,0,2,2,1.152,4.054,4.615,5,4,8,5,8,7.87,12.885,13.64,16,6,7,7,7,6,6,6,0,7,7,6,5,7,3.773,15.938,16.819,16,0,0,0,1,0,1,1,1,0,0,0,1,1,4.672,7.518,9.533,7,NA,4,4,NA,NA,NA,0.709,11.244,12.094,26,4,3,3,4,3,3,4,4,5,2,4,3,5,4,3,3,3,2,1,5,0.994,9.231,10.155,30,6,6,6,6,6,6,6,6,6,5,5,4,4,4,3,6,6,5,4,0,4,6,5,5,5,0.833,2.733,3.717,4,Male,NA,Bachelor's degree in college (4-year),77089,1 - 3 years,Married,Working (paid employee),NA,"Production, transportation, and material moving",NA,233,25,12,15,68,4,29,22,9,32,36,Qual2591-0129-S1,73543697,10459396,60566397-0d20-199f-9359-61acabb78683,NA,NA,NA,NA,1,FraudDetection,359
2021-03-20 15:33:32,2021-03-20 15:47:45,IP Address,104.246.35.52,100,852,True,2021-03-20 15:47:45,R_1QtFMGAiTxINeey,NA,NA,NA,NA,40.463104248046875,-74.34549713134765625,anonymous,EN,1,NA,0,0,NA,Yes,04/20/21,23,Other Hispanic or Latina/o/x Other,NA,"Less than $10,000",0.496,33.969,34.429,8,4,4,NA,4,4,2,7.157,23.831,24.318,27,1,1,-1,-1,-2,-3,-2,-3,-1,1,-1,1,1,-2,-1,1,1,2,2,1,-1,-1,-1,1,1,1,2,-1,-2,-1,1,-1,1,-1,-1,-1,-3,-1,-2,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,1,1,1,1,1,-1,0.691,7.208,17.326,8,NA,NA,NA,NA,NA,26.829,34.753,35.645,6,3,2,2,2,3,1.499,81.975,82.96,34,4,4,3,4,3,2,3,3,3,3,4,3,3,3,3,3,2,4,3,2,0.92,16.867,17.45,25,0,0,0,0,0,0,0,0,0,0,0.521,42.838,69.88,4,3,3,Neighborhood trees,10,0.245,5.922,15.878,11,NA,4,2,4,4,NA,2,0.97,17.511,18.907,22,1,3,3,2,1,3,0,3,1,4,3,0.804,12.029,12.745,7,10,4,4,3,0.29,9.681,10.364,21,3,5,7,6,4,4,3,0,8,10,10,7,6,0.901,16.525,17.316,22,1,1,0,0,1,0,0,0,1,1,0,0,0,0.363,4.979,10.623,8,NA,NA,NA,2,4,NA,76.764,103.614,104.679,32,4,4,3,3,4,2,4,3,2,4,3,4,4,5,2,2,3,3,3,2,0.423,44.57,45.059,38,4,4,5,3,2,4,5,5,5,4,6,5,5,3,3,4,4,3,3,0,3,3,2,3,3,1.625,4.048,4.724,5,Male,NA,Some college but no degree,08861,< 1 year,Never Married,Not working (looking for work),NA,Unemployed,NA,227,21,19,12,80,0,22,23,14,39,41,Qual2591-0129-S1,73543697,10459396,60566a22-3302-26be-633c-d84205394e0f,NA,NA,NA,NA,1,NA,359
2021-03-20 15:45:25,2021-03-20 15:57:08,IP Address,68.61.13.107,100,702,True,2021-03-20 15:57:08,R_11aAivPs3DOkbNI,NA,NA,NA,NA,42.4369964599609375,-82.98999786376953125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,08202002,18,Mexican American/Chicana/o/x,NA,"$30,000 to $39,999",0.462,9.256,10.191,11,5,4,5,NA,NA,5,1.4,19.21,20.083,33,1,2,2,1,-1,1,-2,-1,-1,2,1,1,2,3,3,-1,2,3,1,-2,-3,3,-3,2,-1,-3,3,1,-1,-2,3,-2,2,3,3,-1,2,1,3,1,-1,-1,3,-1,3,1,1,3,0,-1,2,-2,1,-2,3,-2,2,2,5.088,9.221,9.565,9,NA,NA,NA,NA,NA,4.909,9.723,11.26,9,3,2,3,2,4,0.86,22.34,23.129,37,3,3,4,5,4,5,4,3,2,2,3,3,3,2,2,5,1,1,1,1,0.759,10.287,11.051,17,1,0,1,1,0,0,0,0,1,1,1.019,71.879,73.211,26,8,10,Neighborhood trees,9 (Very light),0.9,13.108,13.946,22,NA,4,2,NA,2,4,4,4.277,15.033,15.641,17,3,3,3,4,0,1,1,3,1,3,0,4.877,14.641,15.035,18,6,8,3,10,0.923,14.71,15.22,26,9,1,9,0,3,6,8,0,4,6,7,2,5,0.446,12.09,12.706,23,1,0,1,1,1,1,0,0,1,0,1,1,1,2.467,6.869,7.825,11,2,NA,NA,NA,4,4,0.717,17.94,18.62,34,4,5,5,3,3,4,4,3,4,4,2,5,4,4,3,4,3,2,1,5,13.542,84.862,85.679,40,5,5,6,5,4,2,1,4,4,2,7,4,3,2,1,6,4,5,5,0,6,3,3,6,5,1.285,11.966,13.388,11,Female,NA,High school graduate (high school diploma or equivalent including GED),48239,> 3 years,Never Married,Working (paid employee),NA,Student,NA,201,25,16,14,65,5,22,21,9,31,34,Qual2591-0129-S1,73543697,10459396,60566d00-a33b-c752-64df-dbf0b4f4c20e,NA,NA,NA,NA,1,NA,359
2021-03-20 15:48:23,2021-03-20 15:57:28,IP Address,172.58.228.52,100,544,True,2021-03-20 15:57:28,R_2SesFy1ZS9oqLUd,NA,NA,NA,NA,40.8343048095703125,-73.92350006103515625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,30,NA,Yes,09/08/1982,38,White/Caucasian,NA,"$90,000 to $99,999",0.404,9.549,10.604,8,4,NA,4,4,4,4,0.9,23.826,26.682,25,1,3,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,-1,-1,2,2,2,2,1,-1,1,2,1,2,2,3,2,1,2,1,2,2,1,1,2,1,1,2,2,-2,-1,0,1,-1,1,2,2,2,1,2,-1,0.402,4.632,6.536,7,NA,NA,NA,NA,NA,1.01,4.342,5.599,6,3,4,4,3,4,1.2,24.262,25.695,23,1,4,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,3,4,4,3.6,44.816,46.037,17,1,0,0,1,0,0,0,0,0,0,3.444,9.813,10.525,7,6,8,"Lakes, rivers, or the ocean",9 (Very light),0.202,5.731,7,9,4,NA,NA,5,NA,NA,4,7.8,20.626,21.388,16,3,2,3,1,1,2,2,2,0,2,2,0.493,7.221,8.33,10,8,8,8,8,0.603,22.045,23.904,25,5,7,7,5,6,5,5,1,4,4,6,4,6,6.901,41.792,43.212,25,0,0,0,0,1,0,1,0,1,0,0,1,0,0.5,3.94,8.07,8,4,NA,NA,4,4,NA,0.701,28.081,29.291,30,3,3,3,2,3,3,3,3,3,3,4,2,3,3,4,3,4,4,2,3,1.492,28.343,30.005,37,5,6,5,5,5,5,5,5,6,4,5,5,5,6,5,4,4,4,4,0,5,4,5,5,6,0.745,3.301,4.371,4,Male,NA,Bachelor's degree in college (4-year),60007,> 3 years,Married,Working (paid employee),NA,"Management, professional, and related",NA,222,23,15,18,82,2,25,20,16,40,42,Qual2591-0129-S1,73543697,10459396,60566dba-45a1-aab9-29ef-be78810758f7,NA,NA,NA,NA,1,FraudDetection,359
2021-03-20 15:55:42,2021-03-20 16:05:16,IP Address,172.58.141.112,100,573,True,2021-03-20 16:05:16,R_1rIh9TaOVHo6Nsk,NA,NA,NA,NA,41.8986053466796875,-87.73799896240234375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03/20/2021,23,Mexican American/Chicana/o/x,NA,"Less than $10,000",1.011,4.897,5.512,7,2,NA,2,1,4,5,0.565,16.676,17.585,25,-1,-2,-3,-1,-2,-1,-2,-2,-2,-2,-3,-3,-3,2,2,-2,-2,-2,-2,2,2,1,2,1,-3,-2,2,-1,-3,-3,-2,-3,2,2,1,-1,3,2,1,-3,1,-2,1,2,1,-1,-2,-3,0,2,2,1,-1,2,2,1,2,2,1.601,15.171,16.793,13,NA,NA,NA,NA,NA,2.293,6.269,7.482,7,2,2,1,3,1,1.116,45.165,45.625,43,1,2,2,4,3,4,2,2,3,5,2,2,2,2,4,3,1,3,3,3,2.111,24.556,25.694,17,0,0,0,0,0,0,1,0,1,1,1.63,42.158,48.048,17,7,50,Neighborhood trees,"15 (Hard, heavy)",9.244,16.498,18.551,9,2,2,2,1,2,2,2,1.074,11.223,11.964,15,0,1,2,3,4,4,0,0,1,1,1,1.64,16.082,16.684,10,10,2,8,4,1.473,14.633,15.8,19,2,1,1,4,2,6,9,0,4,10,7,4,3,1.475,31.671,33.077,35,0,0,0,1,0,1,1,0,1,1,1,1,1,1.128,6.907,7.545,8,NA,NA,4,4,2,NA,1.14,31.107,32.317,28,1,2,2,4,2,3,3,3,4,2,1,1,1,1,2,3,2,2,4,2,6.783,73.919,74.526,42,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,4,1.342,3.802,5.328,4,Female,NA,Less than high school degree,60629,> 3 years,Never Married,Not working (looking for work),NA,Other,NA,201,17,26,9,75,3,13,16,18,42,33,Qual2591-0129-S1,73543697,10459396,60566f69-2bed-444f-2d9b-f565f4db8efd,NA,NA,NA,NA,1,NA,359
2021-03-20 15:55:10,2021-03-20 16:05:38,IP Address,184.58.85.80,100,627,True,2021-03-20 16:05:38,R_2awAHUzJJDZFLku,NA,NA,NA,NA,37.151092529296875,-83.779296875,anonymous,EN,1,NA,0,0,NA,Yes,Saturday march 20,22,White/Caucasian,NA,"$80,000 to $89,999",0.445,4.701,5.85,10,2,1,NA,2,NA,4,0.55,29.818,30.757,46,-2,1,3,1,-1,3,-3,2,3,3,-1,3,-1,-2,-1,2,-2,-2,2,1,3,1,-1,3,2,1,-2,-3,-2,-2,3,2,-1,-1,1,-2,-3,-2,-3,1,-2,-1,1,2,-1,-3,-2,-3,0,-1,-1,1,2,3,2,-2,2,2,2.104,9.498,11.039,10,NA,NA,NA,NA,NA,1.743,5.048,5.498,8,2,3,2,1,3,12.932,33.068,34.254,31,4,3,4,4,5,3,3,3,4,4,4,4,4,4,3,2,2,4,3,2,4.232,18.184,19.102,24,1,0,0,0,0,1,0,0,0,0,0.471,24.424,29.118,15,6,55,"Lakes, rivers, or the ocean",14,3.592,8.754,9.543,10,2,5,4,NA,4,NA,4,32.109,42.834,43.289,21,2,1,2,2,2,2,1,1,0,2,2,0.422,8.073,8.56,17,6,6,8,3,0.402,13.69,14.38,21,2,1,3,3,1,6,4,0,0,0,2,4,6,0.655,18.824,20.01,30,1,1,1,0,0,1,1,1,1,0,1,0,1,0.427,5.083,5.868,10,NA,4,NA,NA,NA,4,10.401,64.749,65.589,72,3,3,3,3,1,4,2,4,5,1,4,4,4,3,1,2,2,5,4,4,0.251,28.061,29.516,47,1,1,2,6,7,5,4,6,5,3,2,5,4,3,5,4,4,4,1,1,4,3,2,6,5,1.304,5.974,6.876,6,Female,NA,Doctoral degree,40962,1 - 3 years,Divorced,Working (self-employed),NA,Retired,NA,235,15,23,11,96,2,25,17,14,48,48,Qual2591-0129-S1,73543697,10459396,60566f4a-698f-0482-6f6e-b0b9530e63f6,NA,NA,NA,NA,1,NA,359
2021-03-20 16:01:39,2021-03-20 16:10:33,IP Address,75.86.39.114,100,534,True,2021-03-20 16:10:34,R_WxOmtcjIPnPhfI5,NA,NA,NA,NA,43.0670013427734375,-87.96820068359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,12/13/2000,21,White/Caucasian,NA,"$30,000 to $39,999",0.509,27.001,30.445,12,2,NA,4,2,2,1,0.442,15.088,15.15,22,-2,-3,-3,-2,-1,1,-1,2,3,-1,2,3,1,2,-1,-2,-2,1,-1,1,1,1,1,2,1,2,3,2,1,2,-1,-3,1,1,1,3,1,-2,-3,-3,1,2,3,2,-1,-2,2,3,0,-1,-1,-2,-2,1,2,1,2,3,0.389,7.019,7.781,15,NA,NA,NA,NA,NA,0.386,4.452,5.17,10,2,2,1,3,4,0.187,16.691,17.581,30,2,4,5,4,5,1,2,5,3,4,3,5,5,1,3,2,2,2,1,5,0.538,12.753,13.574,23,0,1,0,1,0,1,1,0,1,0,0.278,6.454,8.899,8,6,2,Yard or personal garden,9 (Very light),3.681,10.823,12.843,12,2,4,5,2,NA,2,2,0.853,11.936,11.992,17,2,1,2,2,2,2,1,1,1,0,1,0.288,9.373,9.964,9,10,5,6,1,0.866,28.585,29.906,31,1,2,7,3,1,2,1,0,3,5,4,3,4,0.575,16.781,17.992,19,0,0,0,1,0,0,0,0,0,1,1,0,0,20.661,28.696,29.95,11,NA,NA,NA,NA,4,NA,0.461,54.064,54.919,36,2,4,3,3,3,1,4,2,4,4,2,2,4,5,3,3,4,2,3,4,0.278,42.399,43.841,42,1,2,2,1,1,2,2,1,2,3,3,4,3,1,2,3,3,3,3,0,6,6,5,6,6,1.682,6.756,7.47,9,Male,NA,Associate degree in college (2-year),10001,< 1 year,Never Married,Student,NA,Service,NA,220,14,30,12,91,5,20,14,16,48,43,Qual2591-0129-S1,73543697,10459396,605670b9-5f2d-4980-dcc2-b9f16657496e,NA,NA,NA,NA,1,NA,359
2021-03-20 16:06:08,2021-03-20 16:14:06,IP Address,96.47.239.216,100,477,True,2021-03-20 16:14:06,R_1dblXEqc5hWKPgL,NA,NA,NA,NA,25.7805938720703125,-80.1826019287109375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,35,NA,Yes,03182002,18,Mexican American/Chicana/o/x,NA,"$300,000 or more",0.531,8.166,8.801,16,NA,2,4,NA,2,1,1.031,20.373,21.185,31,-2,-1,3,3,3,3,1,-2,-3,1,-2,-2,-1,3,3,-3,-3,-3,-2,-3,2,1,2,-1,-1,-1,-1,1,1,-2,-2,-2,-1,-1,-1,1,2,1,2,1,2,2,2,2,2,-3,-3,-3,0,3,2,-1,-3,2,3,1,-2,-3,0.591,13.41,14.875,16,NA,NA,NA,NA,NA,1.029,4.88,6.301,8,4,3,2,1,4,3.674,56.819,57.554,81,2,3,3,2,5,4,2,2,4,5,5,5,4,3,3,2,2,2,5,5,0.607,9.391,10.38,16,1,1,1,0,0,1,1,0,0,0,0.467,15.243,18.73,7,1,168,Urban/suburban parks or public gardens,17 (Very hard),0.666,7.208,7.996,12,1,1,1,1,NA,5,4,0.696,10.063,10.895,18,0,0,2,2,0,4,1,2,0,0,3,0.251,4.946,6.246,9,3,5,3,3,1.114,9.451,10.342,18,2,3,6,5,5,2,1,0,6,4,2,0,9,0.707,14.124,14.862,25,1,0,1,1,0,1,1,0,0,0,1,1,0,0.619,6.802,7.547,12,NA,NA,4,4,NA,NA,0.59,19.856,20.671,33,1,2,3,2,3,4,5,5,3,4,4,3,2,5,4,5,5,3,4,5,0.618,21.521,23.817,31,1,2,3,1,7,6,5,5,5,3,2,1,7,7,5,4,2,6,5,0,3,6,5,4,3,1.103,3.171,4.261,5,Female,NA,Associate degree in college (2-year),87997,1 - 3 years,Separated,Working (paid employee),NA,Other,NA,208,15,34,14,85,5,16,14,6,43,42,Qual2591-0129-S1,73543697,10459396,60567190-2140-acf1-b97d-d23aaabb3721,NA,NA,NA,NA,1,NA,359
2021-03-20 16:06:13,2021-03-20 16:16:47,IP Address,107.77.253.47,100,633,True,2021-03-20 16:16:48,R_yxLdZamnw68N8Q1,NA,NA,NA,NA,28.0435943603515625,-81.73329925537109375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,04/20/2021,20,White/Caucasian,NA,"$20,000 to $29,999",0.879,6.483,7.649,8,1,NA,4,5,1,2,8.704,30.346,31.649,24,-3,1,1,2,1,2,3,3,2,-1,2,1,1,3,1,-3,-1,2,1,-2,1,1,2,-1,1,2,1,1,1,1,-1,3,-2,1,1,2,1,1,1,2,1,-1,2,-1,2,1,1,-1,0,-1,1,1,2,-2,2,-2,-1,1,0.908,6.206,6.732,8,NA,NA,NA,NA,NA,5.914,40.547,40.966,12,2,3,2,3,3,5.077,25.987,27.275,29,2,5,3,3,4,5,5,4,4,4,2,4,4,4,4,3,4,3,3,4,15.201,31.002,32.237,16,1,0,1,0,1,0,0,1,1,1,1.74,41.335,42.335,22,4,3,Yard or personal garden,10,1.752,29.781,30.493,17,4,5,NA,5,4,4,5,4.685,15.978,16.697,17,1,4,2,2,1,3,1,2,0,4,1,2.896,25.654,26.565,11,4,5,6,3,2.9,15.646,16.918,21,3,4,6,6,1,10,2,0,7,9,6,6,7,1.642,14.778,15.303,18,0,1,0,1,1,1,1,0,0,0,0,1,1,2.802,13.159,14.554,10,NA,NA,4,NA,NA,2,23.605,49.451,50.814,31,1,3,4,5,2,2,4,2,4,4,2,4,2,4,3,4,2,3,2,3,6.452,33.2,34.32,37,2,5,3,4,6,3,6,3,4,2,3,5,4,4,1,3,3,3,5,0,4,5,6,5,6,2.002,4.278,5.222,4,Male,NA,Some college but no degree,34266,> 3 years,Never Married,Student,NA,Student,NA,220,16,28,13,83,6,30,21,10,39,44,Qual2591-0129-S1,73543697,10459396,605671ee-9d5a-b367-d77c-a4b254f78dae,NA,NA,NA,NA,1,NA,359
2021-03-20 16:06:10,2021-03-20 16:17:20,IP Address,69.143.217.104,100,670,True,2021-03-20 16:17:21,R_sUoW25dYcGDIfux,NA,NA,NA,NA,39.5493011474609375,-76.1230010986328125,anonymous,EN,1,NA,0,10,NA,Yes,7374,20,Puerto Rican,NA,"$150,000 to $199,999",15.457,20.697,21.54,11,NA,2,5,4,4,4,0.783,17.329,18.257,27,1,-1,3,1,2,1,3,-1,3,1,2,-2,1,2,3,2,2,-2,3,-2,1,2,1,1,1,-2,1,-1,2,1,1,-2,-1,-1,2,1,2,3,-3,1,2,3,-3,1,1,1,1,-1,0,-1,-1,2,1,2,2,2,3,2,0.8,6.816,7.401,12,NA,NA,NA,NA,NA,0.511,4.812,5.303,9,3,3,2,2,4,0.201,15.099,15.755,31,4,4,1,1,2,1,3,4,3,3,4,4,4,3,4,2,3,2,3,3,0.901,53.335,54.228,24,1,0,0,0,0,1,0,1,1,1,80.683,90.618,92.501,10,4,2,"Lakes, rivers, or the ocean",8 (Extremely light),0.982,5.702,7.049,10,4,1,NA,NA,4,NA,NA,9.889,18.476,19.329,20,2,1,3,1,2,2,0,1,0,1,2,14.547,18.505,19.189,11,9,5,7,8,2.48,19.808,20.898,27,3,8,4,4,3,8,6,0,3,9,2,4,6,0.623,13.874,14.821,25,0,1,0,0,0,1,0,1,1,1,1,0,1,5.06,10.202,11.42,10,NA,NA,4,NA,NA,4,0.203,16.176,16.931,32,4,3,2,3,1,4,3,3,4,2,3,4,3,4,3,3,5,3,4,2,36.376,57.744,58.669,39,4,5,3,3,6,5,4,5,4,3,4,4,5,6,6,3,4,5,6,0,2,5,2,5,5,0.494,4.871,5.18,8,Male,NA,Doctoral degree,21001,> 3 years,Never Married,Working (paid employee),NA,Student,NA,236,22,24,14,84,5,21,15,16,42,42,Qual2591-0129-S1,73543697,10459396,605671de-d015-6525-a68c-9d5598052a7c,NA,NA,NA,NA,1,NA,359
