StartDate,EndDate,Status,IPAddress,Progress,duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Instruct. cont.,consent_date,age,race,race_text,income,NRS_Time_First Click,NRS_Time_Last Click,NRS_Time_Page Submit,NRS_Time_Click Count,nrs_1,nrs_2,nrs_3,nrs_4,nrs_5,nrs_6,pmerq_time_First Click,pmerq_time_Last Click,pmerq_time_Page Submit,pmerq_time_Click Count,pmerq_repurp_eng_2,pmerq_sitmod_dis_3,pmerq_sitsel_eng_4,pmerq_sitsel_dis_5,pmerq_recons_dis_7,pmerq_sitsel_dis_9,pmerq_repurp_dis_10,pmerq_repurp_eng_11,pmerq_sitmod_eng_12,pmerq_recons_eng_13,pmerq_sitmod_eng_14,pmerq_repurp_dis_15,pmerq_attdep_eng_16,pmerq_sitsel_eng_17,pmerq_sitmod_eng_18,pmerq_repurp_eng_19,pmerq_attdep_dis_20,pmerq_sitsel_dis_22,pmerq_sitmod_eng_23,pmerq_attdep_eng_24,pmerq_recons_eng_25,pmerq_attdep_dis_27,pmerq_recons_eng_28,pmerq_respmod_eng_29,pmerq_sitmod_dis_30,pmerq_attdep_dis_32,pmerq_recons_dis_33,pmerq_repurp_dis_34,pmerq_recons_dis_36,pmerq_sitmod_eng_37,pmerq_attdep_eng_38,pmerq_repurp_dis_39,pmerq_sitsel_dis_41,pmerq_sitmod_dis_42,pmerq_repurp_eng_43,pmerq_sitsel_dis_45,pmerq_attdep_dis_46,pmerq_recons_eng_47,pmerq_sitmod_dis_48,pmerq_sitsel_dis_49,pmerq_attdep_eng_51,pmerq_attdep_eng_52,pmerq_repurp_eng_53,pmerq_sitsel_eng_54,pmerq_respmod_dis_57,pmerq_respmod_dis_58,pmerq_recons_dis_60,pmerq_sitmod_eng_61,ac_1,pmerq_attdep_dis_63,pmerq_sitsel_eng_64,pmerq_recons_dis_65,pmerq_recons_eng_67,pmerq_repurp_eng_68,pmerq_respmod_eng_69,pmerq_sitmod_dis_70,pmerq_respmod_dis_72,pmerq_respmod_eng_73,SWL_Time_First Click,SWL_Time_Last Click,SWL_Time_Page Submit,SWL_Time_Click Count,swl_1,swl_2,swl_3,swl_4,swl_5,RS_Time_First Click,RS_Time_Last Click,RS_Time_Page Submit,RS_Time_Click Count,rrs_brood_1,rrs_brood_2,rrs_brood_3,rrs_brood_4,rrs_brood_5,PANAS_Time_First Click,PANAS_Time_Last Click,PANAS_Time_Page Submit,PANAS_Time_Click Count,panas_pa_1,panas_na_2,panas_pa_3,panas_na_4,panas_pa_5,panas_na_6,panas_na_7,panas_na_8,panas_pa_9,panas_pa_10,panas_na_11,panas_pa_12,panas_na_13,panas_pa_14,panas_na_15,panas_pa_16,panas_pa_17,panas_na_18,panas_pa_19,panas_na_20,ACE_Time_First Click,ACE_Time_Last Click,ACE_Time_Page Submit,ACE_Time_Click Count,ace_1,ace_2,ace_3,ace_4,ace_5,ace_6,ace_7,ace_8,ace_9,ace_10,Nature_Time_First Click,Nature_Time_Last Click,Nature_Time_Page Submit,Nature_Time_Click Count,nature_freq,nature_time,nature_setting,perceived_exertion,FCV_Time_First Click,FCV_Time_Last Click,FCV_Time_Page Submit,FCV_Time_Click Count,fcv_1,fcv_2,fcv_3,fcv_4,fcv_5,fcv_6,fcv_7,PSS_Time_First Click,PSS_Time_Last Click,PSS_Time_Page Submit,PSS_Time_Click Count,pss_1,pss_2,pss_3,pss_4_r,pss_5_r,pss_6,pss_7_r,pss_8_r,ac_2,pss_9,pss_10,MacArthur_Time_First Click,MacArthur_Time_Last Click,MacArthur_Time_Page Submit,MacArthur_Time_Click Count,macarthur_us_rung,macarthur_us_salience,macarthur_comm_rung,macarthur_comm_salience,FM_Time_First Click,FM_Time_Last Click,FM_Time_Page Submit,FM_Time_Click Count,fm_1,fm_2,fm_3,fm_4,fm_5,fm_6,fm_7,ac_3,fm_8,fm_9,fm_10,fm_11,fm_12,SDS_Time_First Click,SDS_Time_Last Click,SDS_Time_Page Submit,SDS_Time_Click Count,sds_1,sds_2,sds_3,sds_4,sds_5_r,sds_6,sds_7_r,sds_8,sds_9_r,sds_10_r,sds_11,sds_12,sds_13_r,SitSelect_Time_First Click,SitSelect_Time_Last Click,SitSelect_Time_Page Submit,SitSelect_Time_Click Count,ss_approach_1,ss_approach_2,ss_approach_3,ss_approach_4,ss_avoid_5,ss_avoid_6,TAS_Time_First Click,TAS_Time_Last Click,TAS_Time_Page Submit,TAS_Time_Click Count,tas_dif_1,tas_ddf_2,tas_dif_3,tas_ddf_4_r,tas_eot_5_r,tas_dif_6,tas_dif_7,tas_eot_8,tas_dif_9,tas_eot_10_r,tas_ddf_11,tas_ddf_12,tas_dif_13,tas_dif_14,tas_eot_15,tas_eot_16,tas_ddf_17,tas_eot_18_r,tas_eot_19_r,tas_eot_20,PAQ_Time_First Click,PAQ_Time_Last Click,PAQ_Time_Page Submit,PAQ_Time_Click Count,paq_neg_ddf_1,paq_neg_dif_2,paq_gen_eot_3,paq_pos_ddf_4,paq_pos_dif_5,paq_gen_eot_6,paq_neg_ddf_7,paq_neg_dif_8,paq_gen_eot_9,paq_pos_ddf_10,paq_pos_dif_11,paq_gen_eot_12,paq_neg_ddf_13,paq_neg_dif_14,paq_gen_eot_15,paq_pos_ddf_16,paq_pos_dif_17,paq_gen_eot_18,paq_neg_ddf_19,ac_4,paq_neg_dif_20,paq_gen_eot_21,paq_pos_ddf_22,paq_pos_dif_23,paq_gen_eot_24,Dem_Time_First Click,Dem_Time_Last Click,Dem_Time_Page Submit,Dem_Time_Click Count,gender,gender_text,edu,zipcode,zipcode_duration,relationship,employment,employment_text,occupation,Occupation_11_TEXT,SC0,SC2,SC3,SC4,SC5,SC6,SC11,SC13,SC15,SC17,SC18,opp,QPMID,RISN,rid,Q_HCL,Q_BallotBoxStuffing,cintid,ProjectToken,gc,term,LS
2021-03-18 16:11:33,2021-03-18 16:17:14,IP Address,199.66.65.114,18,341,False,2021-03-25 16:17:15,R_2wLhJQJITNzc07O,NA,NA,NA,NA,NA,NA,anonymous,EN,1,NA,0,0,NA,Yes,03182021,54,White/Caucasian,NA,"$100,000 to $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.931,165.48,166.301,30,-1,1,-2,3,1,3,2,1,1,1,1,-1,-2,-1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,Qual2591-0129-S1,73543697,10356239,6053cff0-689d-b23f-af54-12f4e50f3519,NA,NA,NA,NA,NA,NA,NA
2021-03-18 15:30:34,2021-03-18 16:18:18,IP Address,12.178.130.218,61,2863,False,2021-03-25 16:18:19,R_3QQQrmiwKDtIDHS,NA,NA,NA,NA,NA,NA,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,3/18/2021,83,White/Caucasian,NA,"$30,000 to $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.556,163.034,173.52,16,1,2,2,-2,1,3,1,1,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.802,41.61,44.175,6,2,2,2,2,2,30.783,117.047,119.23,21,3,2,1,4,2,1,1,1,2,1,2,4,1,1,3,2,3,2,3,1,19.387,81.674,83.416,10,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,51.334,93.967,95.661,9,4,2,2,2,1,1,1,16.185,91.769,93.759,12,3,3,3,2,2,2,3,3,1,2,2,271.199,320.366,323.18,5,5,5,7,7,13.789,87.949,89.629,12,5,5,4,4,4,4,4,1,6,4,3,0,0,11.84,98.375,99.806,13,0,0,0,0,0,0,0,0,0,0,0,1,1,10.218,35.17,39.831,6,4,4,4,4,NA,NA,9.507,133.866,135.434,24,2,2,1,2,2,2,4,1,2,2,1,1,1,1,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,0,0,10,76,2,13,25,12,34,42,Qual2591-0129-S1,73543697,10356239,6053c67a-385e-215c-f015-6f9e7efd7be0,NA,NA,NA,NA,NA,NA,NA
2021-03-18 16:18:28,2021-03-18 16:19:43,IP Address,107.19.24.143,18,74,False,2021-03-25 16:19:44,R_2D6nBNFs9FURTc3,NA,NA,NA,NA,NA,NA,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03/18/2021,18,White/Caucasian,NA,"$30,000 to $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766,33.534,37.801,47,2,2,2,4,4,2,2,2,2,4,2,2,2,2,2,3,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,Qual2591-0129-S1,73543697,10356239,6053d1c6-51c5-c62b-846b-a68868874cff,NA,NA,NA,NA,NA,NA,NA
2021-03-18 16:01:08,2021-03-18 16:20:31,IP Address,45.237.86.219,44,1163,False,2021-03-25 16:20:33,R_2XbYh4emCiWbxlW,NA,NA,NA,NA,NA,NA,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,30/7/1982,39,White/Caucasian,NA,"$60,000 to $69,999",22.066,56.168,57.56,10,2,4,4,1,5,2,16.501,140.491,141.877,37,3,3,3,-3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.496,52.997,54.108,11,NA,NA,NA,NA,NA,26.718,49.791,50.804,10,2,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.068,94.665,96.197,23,0,0,0,0,0,2,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.143,61.592,63.132,12,NA,NA,NA,NA,NA,NA,12.45,141.927,143.409,31,4,4,5,1,1,1,1,4,5,1,1,3,3,4,4,4,5,1,1,1,7.161,209.482,211.067,56,7,3,1,1,1,1,3,3,1,1,1,7,7,3,1,1,1,1,1,1,7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,18,6,10,0,0,0,6,0,0,0,Qual2591-0129-S1,73543697,10356239,6053cda8-b784-a4c2-d250-2d80366825dd,NA,NA,NA,NA,NA,NA,NA
2021-03-18 16:07:45,2021-03-18 16:25:07,IP Address,71.214.176.164,40,1042,False,2021-03-25 16:25:09,R_2aFDsOPalzjODLN,NA,NA,NA,NA,NA,NA,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03/17/2021,74,White/Caucasian,NA,"$30,000 to $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,128.102,129.358,26,2,3,3,3,-1,3,-2,2,3,3,3,-1,1,3,1,3,-3,-3,3,2,3,-3,3,3,1,-3,3,-3,3,-2,-1,3,-2,-2,3,-3,-3,2,-2,-3,-2,-2,3,3,3,-3,1,2,0,-2,3,-3,3,3,1,-3,-2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.001,17.879,19.383,5,1,1,1,1,1,5.606,50.769,52.979,24,4,1,1,1,5,1,1,1,5,5,1,5,1,4,1,5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,26.249,27.584,8,4,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.601,67.941,69.34,15,10,1,6,10,10,10,10,1,10,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.093,87.271,88.131,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,0,0,5,56,0,11,0,0,46,10,Qual2591-0129-S1,73543697,10356239,6053cf0d-a7e1-ba38-5878-97f8b2152dd7,NA,NA,NA,NA,NA,NA,NA
2021-03-18 16:09:45,2021-03-18 16:27:47,IP Address,134.209.120.50,37,1081,False,2021-03-25 16:27:54,R_9nohol6qu68ceOZ,NA,NA,NA,NA,NA,NA,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,40,40,White/Caucasian,NA,"$150,000 to $199,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.978,136.954,138.85,43,2,2,3,2,2,2,1,2,2,2,3,3,1,2,1,2,-1,2,2,2,2,-1,2,1,2,2,2,2,-1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,15.913,53.958,55.602,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.499,91.117,93.067,45,3,2,4,2,4,3,2,1,5,3,2,2,1,2,1,2,5,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.735,38.803,40.819,15,4,4,NA,NA,4,2,2,8.503,61.517,63.628,28,1,0,1,1,0,1,1,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,0,13,0,52,0,22,9,0,34,18,Qual2591-0129-S1,73543697,10356239,6053cf85-a100-d464-e4f0-94e7d5dafc49,NA,NA,NA,NA,NA,NA,NA
2021-03-18 16:21:11,2021-03-18 16:29:47,IP Address,35.140.41.33,28,516,False,2021-03-25 16:29:49,R_O0sUeY4ufqQ2Qkp,NA,NA,NA,NA,NA,NA,anonymous,EN,1,NA,0,0,NA,Yes,03/18/2021,91,White/Caucasian,NA,"$40,000 to $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.185,71.36,72.51,13,0,0,1,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,6.819,69.611,72.307,13,9,8,9,9,9,8,9,1,10,10,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.611,110.146,111.728,20,3,2,1,2,3,1,2,2,2,2,2,3,2,1,4,4,4,1,2,3,9.995,154.562,158.864,25,2,2,4,3,2,5,3,3,4,3,3,4,2,3,5,2,2,5,3,1,3,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,3,0,0,3,0,3,0,Qual2591-0129-S1,73543697,10356239,6053d24e-5b5b-0a14-8ed1-b1f5a8a12407,NA,NA,NA,NA,NA,NA,NA
2021-03-18 16:19:03,2021-03-18 16:30:34,IP Address,24.47.59.23,49,690,False,2021-03-25 16:30:35,R_3CTndkGL5ugUwy5,NA,NA,NA,NA,NA,NA,anonymous,EN,1,NA,0,0,NA,Yes,03/18/2021,68,White/Caucasian,NA,"$20,000 to $29,999",11.105,28.346,29.409,7,2,4,4,4,4,4,6.331,40.536,41.585,21,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.836,23.826,24.811,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.406,40.196,41.159,24,3,1,3,1,4,1,1,1,3,3,1,3,1,3,1,3,3,1,3,1,7.108,49.406,50.223,14,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7.625,25.488,26.472,8,4,4,2,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.977,52.349,53.368,19,6,6,7,7,7,7,7,1,6,7,6,6,6,7.244,58.447,59.271,15,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.993,64.041,65.331,32,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,22,18,0,41,1,22,0,0,31,10,Qual2591-0129-S1,73543697,10356239,6053d1b5-1364-2ae6-86a7-bf88fa34ab6d,NA,NA,NA,NA,NA,NA,NA
2021-03-18 16:17:56,2021-03-18 16:31:37,IP Address,75.133.49.135,21,821,False,2021-03-25 16:31:42,R_20NIQEkbFfnU7BC,NA,NA,NA,NA,NA,NA,anonymous,EN,1,NA,0,0,NA,Yes,18/03/2021,37,White/Caucasian,NA,"$200,000 to $249,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.541,161.972,163.644,21,4,2,2,2,4,2,5,4,3,4,2,5,3,5,1,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.529,344.774,346.384,28,6,7,2,2,2,5,6,6,6,2,7,2,1,7,5,2,2,5,6,0,2,2,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,0,0,0,67,0,0,0,0,39,28,Qual2591-0129-S1,73543697,10356239,6053d17f-a435-e90e-5acf-240d00f373e8,NA,NA,NA,NA,NA,NA,NA
2021-03-18 16:34:26,2021-03-18 16:35:20,IP Address,52.128.14.49,7,54,False,2021-03-25 16:35:21,R_2cBDSMZJ2yJnj9r,NA,NA,NA,NA,NA,NA,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,Qual2591-0129-S1,73543697,10356239,6053d523-f7d2-d6d8-1150-e6edcdbcf53f,NA,NA,NA,NA,NA,NA,NA
